publishedAt,authorDisplayName,textDisplay,likeCount
2024-10-29T16:42:28Z,@lmcleonzamediachannel1680,"Pak mahfud jgn bandingkan soeharto vs fufufafa<br>Seperti membandingkan langit vs bumi sangat jauh level nya<br>Soeharto bnyk jasa nya dan gentleman, sedangkan fufufafa perusak konstitusi dan pecundang<br>Kita tunggu saja akhir sebuah cerita fufufafa nya",0
2024-10-29T16:42:16Z,@ParmanMakmur,"Buat bazer2 pembela dinasti mulyono..BUKTIKAN lah fufufafa bukan gibran,tuntut yg katanya memfintnah gibran..jgn cuma koar2..",0
2024-10-29T16:41:25Z,@kingprincealjufri,masa hanya berenti di DPD saja??????,0
2024-10-29T16:39:00Z,@yoedurb9861,"dipecat sama bapaknya?!, tenang...!! musuhi anak2nya, niscaya kau akan bahagia...😂 manusia koplak... 😂",0
2024-10-29T16:36:46Z,@delvigea8256,UFU  AFA  KEBAL  YA  JGN2 JIN KALI YA PANTAS GAK BISA DI TEMUKAN  😂😂<br>Saya selalu berdoa setiap sholat  semoga bpk preaidenku sehat selalu panjang umur amin,0
2024-10-29T16:36:29Z,@jakaria6574,Fufu fafa harus di tindak ayo dong pa Prabowo diam aja,0
2024-10-29T16:36:27Z,@lmcleonzamediachannel1680,Fufufafa itu pecundang gak berani mengakui kesalahan dan dosanya,0
2024-10-29T16:36:12Z,@AkroJb,Jaya baya pernah menuliskan jaman edan aklan menjadi puncak jaman edan..0uncak nya ya harus ada pemlmimpliln yg edan ( gangguan kejiwaan)/,0
2024-10-29T16:35:42Z,@m.sofian6824,INSYAALLAH..Percayalah..jika awalnya udah salah niscaya akan berakhir dari kesalahan itu sendiri...Amiin,32
2024-10-30T01:50:49Z,@rusita8738,"@@m.sofian6824 tuh si Roy s, baru jdi mentri saja dia bawa barang2 rongsokan , kelas teri.",0
2024-10-30T01:54:13Z,@rusita8738,"@@m.sofian6824 sok paling bner . Klu bawa yg yg kecil tpi jumlahnya besar. Jngan bawa rok sok an , pinter akalnya klu di tanyain pulangin. Kan ga masuk penjara.  Siapa tuh ada emasnya yg ga di kebaliin",0
2024-10-30T01:57:39Z,@rusita8738,"@@m.sofian6824 apa kata kiayi dulunya dia pemabuk tpi sekarang dia sadar. Itu lebih baik, dari pada dulunya dia baik sekarang jdi pemabuk, ngoceh apa aja dia omongin , ga sadar .",0
2024-10-30T02:00:19Z,@rusita8738,"@@m.sofian6824 itu pendapat pembenci . Walu pun dia berbuat baik ga ada bagusnya dah. Orang hati nya udah rasuki setan pembenci ga akan sadar, kecuali oleh azab yg pedih",0
2024-10-30T08:09:40Z,@ginosastro8590,"WONG URIP OPO NANDURE NANDUR PARI PANEN PARI, NANDUR KEBOHONGAN PASTI PANEN KERIBUTAN",0
2024-10-29T16:35:13Z,@RaenhartBajo,Bukannya si pemilik akun fufufafa si slamat sudah balik nama.. <br>😂😂😂,0
2024-10-29T16:34:09Z,@maupmuhamadtabri8648,Aa gim engga usah memikirkan masalah fufupapa pikiran kan diri sendiri apa sudah benar apa belum jangan   ngomong politik . cukup orang orang gila yang bicarakan fufupapa,0
2024-10-29T16:33:47Z,@SudartoSudarto-kw9li,Kalau cuma sekedar pidato tapi blm di laksanakan apa isi pidato tersebut blm pantas di sebut hebat  sbb sekedar ucapan di mulut belaka   semoga pak Prabowo sadar apa yg di sampaikan dlm pidatonya dan secepatnya menindak tegas kelakuan wakilnya kira kira bisa mempertanggungjawabkan  atau tidak ya dngn apa ygdi sampaikan dlm pidatonya? Kalau bnr bnr bisa mempertanggungjawabkan TDK sekedar ucapan belaka baru itudi sebut hebat,0
2024-10-29T16:29:37Z,@mbahdukun4831,"SEBENARNYA YG LEBIH SAKIT JIWA ORANG YG MENDUKUNG GIBRAN MENJADI CALON WAKIL PRESIDEN,,,MA JUGA SAKIT JIWA JUGA,,, PERLU DI COPOT  TERMASUK PAMAN BREWOK,,",0
2024-10-29T16:27:36Z,@TotoM2-z9p,RH Titisan AMIN RAIS😂,0
2024-10-29T16:27:19Z,@hermansyah1186,Sebenarnya penegak hukum y jlas2 sdah tau lah itu akun fufufafa tpi tk berdaya dgn kekuasaan jokowi selgi kapoleinya listio sigit tpi klo kapolrinya di ganti pilihan bpk presiden prabowo ykin cpat selesai,0
2024-10-29T16:24:02Z,@TheMulyantoro,fufufafa keluarga pembohong,0
2024-10-29T16:23:11Z,@margarethaparjiatun751,Koreksi diri aja lah .,0
2024-10-29T16:21:50Z,@kasparismanda6820,Saya yakin  itu tanda&quot; rusak Islamnya.,0
2024-10-29T16:19:47Z,@gusyasyayatansyahalbanjari6960,"Kasus fufufafa ini Sudah viral sampai keluar Negeri.Tetapi Kami Memaklumi.Prabowo,.masih Tersandera,,Mohon🙏 Bertindaklah pak Dgn.Tegas.❗.Karena Kasus Akun fufufafa ini Sangat Meresahkan para Elit politik dan masyarakat Indonesia.,Satu hal lagi,.ini Menyangkut Harga Diri dan Nama Baik Seorang Prabowo Sebagai Presiden,(R.1)..",2
2024-10-29T16:13:54Z,@putralazuardi4524,Kok jadi banyak yg pansos ya..........,0
2024-10-29T16:12:46Z,@MfahmiMfahmi-ii7ki,Ahh omongan pa prabowo lebaw klo bner laki pa wowo usut dong sampau tuntas pa bowo masa ga ke bongkar,0
2024-10-29T16:12:37Z,@ricky1296,Gak mgkn anies jdi wapresnya prabowo. Anies juga sama...,0
2024-10-29T16:12:00Z,@ricky1296,Pak RH ini ga ad kerjaan ya trus urusin urusan orang. Dan berhati kurang baik menuduh orang. Kenapa ga lapor saja sih ke polisi,0
2024-10-29T16:08:33Z,@jiwatrisna4271,IDOLANYA ANAK ABAH .MALIINGGGG BROOOOOOOOO😂😂😂  CERDAS CERdAS NYOLONGNYA,0
2024-10-29T16:07:45Z,@suciatynoordhoorn2436,"Allahu akubar,kenapa kita semua dari rakyat Indo bersatu segerah benarin Indonesia.",0
2024-10-29T16:06:39Z,@dedewarso2982,Ngaku woy ngaku.......,0
2024-10-29T16:05:48Z,@trinugroho9350,Pk kiyai..... Rabi neh wae....,0
2024-10-29T16:04:01Z,@sonyhendrawan2430,Keluarga Mulyono tidak tahu malu.,0
2024-10-29T16:03:00Z,@sonycherly5498,"Kok aa gim sedang kal itu ya pemikiran nya???<br>Ini permainan para ahli di bidang nya ,roy suryo misal nya sangat punya kekuatan untuk itu.tujuan nya jelas ...ngrecokin demokrasi.",0
2024-10-29T16:01:56Z,@damandamanhamidu2484,Duuuuh......sakit nya tuh.,0
2024-10-29T16:00:15Z,@BengkelLas-w1f,Berbahaya jika tidak segera di cutik. Jg menyesal setelah terjadi.,0
2024-10-29T15:59:55Z,@eccaeka1192,"Janganlah kamu mengumpat kaum muslimin dan janganlah membuka aib mereka. Barang siapa membuka aib saudaranya, niscaya Allah akan membuka aibnya dan siapa yang dibuka Allah akan aibnya, niscaya Allah akan menunjukkan aibnya, meskipun dirahasiakan di lubang kendaraan.&quot; (HR. Tirmidzi).",0
2024-10-29T15:57:28Z,@BAHAAR378,TOKOH SAMPAH... KALO SAMPE ADA YG NGAKU USTAD TERNYATA SEBAR HOAX ..SURUH KAWIN LAGI AJA SAMA NENEK2.. BIAR KAPOK . SOTOY BEUD 😂😂😂😂,0
2024-10-29T15:55:17Z,@macankemayoran2057,Itu tandanya banyaknya pembenci fufufafa,0
2024-10-29T15:53:38Z,@AnisaAnisa-ns2zd,Gue bukan pendukung jokowi..tpi gue..eneg lihat konten sampah..provokator macam refly kampang harun..ini..ocehanyab11  12..ma amin sengkuni rais....10 th nyiyiri..nyerang jokowi..daparnya apa coba.....zonk....salam BUNUT OKI..wong kito galo,0
2024-10-29T17:01:11Z,@RaenhartBajo,Kalau orang benar mana mungkin di hujat orang<br>😂😂😂,0
2024-10-29T15:53:36Z,@SukriCebe,Aku gak ngurus,0
2024-10-29T15:53:31Z,@aryaadityasaputra9731,Usut ....FUFUFAFA .....<br>Apakah.  .pak prabowo ingin membiarkan terus????????????????????????????????,1
2024-10-29T15:53:21Z,@mardintanduklangi6221,Sebentar lagi akan ada yg ngakuin klu akun fufufafa mulik nya....anak sang ijazah palsu akan tetap aman..,0
2024-10-29T15:53:06Z,@suciatynoordhoorn2436,"Bagaimana dia mau mengakui,Fufufafa punya kelainan jiwaan",0
2024-10-29T15:50:36Z,@MeiritaJambak,Lengserkan FUFUFAFA,0
2024-10-29T15:50:16Z,@AdangSujani,Biasa anjing yang cari bosnyah yang mau memelihara biasa menggonggong stiap orang lewattt .supaya tau dia lagih lapar apa lagihh pingin makan tulanh,0
2024-10-29T15:48:54Z,@lendysitepu3303,Fufufafa=cacimaki,0
2024-10-29T15:47:57Z,@teukudarmawi6308,Si gibran itu tidak akan mua mundur dia akan melakukan segala cara.<br>Harus rakyat yg seret si gibran itu,0
2024-10-29T15:47:47Z,@IlyasAhmad-x6j,Tapi boong😊😊,0
2024-10-29T15:47:14Z,@IwansuwandiSuwandi-x4c,Yaa ALLAH yaa TUHAN Ku  ...  Ku memohon dan meminta Ke PadaMU ...  Agar Smoga Engkau Memberi AZAB pada Manusia2 Peobral Gbah dan yg selalu Menghujat Keluarga Besar Bpk JOKOWIDODO  . ....  !!!,0
2024-10-29T15:45:32Z,@Dedeismile,bakalan ada oposisi yang masuk istana mungkin,0
2024-10-29T15:45:11Z,@ferryhermawan-g6n,nasihat itu berlaku buat manusia. bukan buat mahluk gk berakal.,0
2024-10-29T15:44:32Z,@DoddyFirdaus-n6e,Sekuat apa sih si bocil ini.... Pa Harto saja presiden RI selama 32 tahun berkuasa Akhir nya Mundur Karna Tuntutan Mahasiswa  &amp; Rakyat,0
2024-10-29T15:44:14Z,@Dedeismile,gak suka judulnya selalu begini kenapa ya yutub indonesia,0
2024-10-29T15:42:55Z,@KopiPahit-j9o,PRABOWO HAMBA JOKOWI. PRABOWO ITU JUGA TUNDUK KEPADA GIBRAN... GIMANA MAU NANGKAP FUFUFAFA?,0
2024-10-29T15:38:02Z,@MuhammadSopro-t6g,Masa sih akun fufufafa tidak bisa dibongkar siapa pemiliknya. Kok susah amat terbongkarnya...?,0
2024-10-29T15:36:53Z,@oscarharris814,"Saya jd ingat ketika gibran buka paksa masker Paspampres, liat wajahnya yg bengisss.!!!",0
2024-10-29T15:36:24Z,@YanDewa-vw1ff,"Agar kejaksaan proses lanjut kasus Erlangga Hartato,  jangan diumpetin",0
2024-10-29T15:36:10Z,@macauto6231,"Kalau negara Indonesia tidak sanggup membongkar siapa itu akun FUFU FAFA sungguh memalukan ,",0
2024-10-29T15:35:01Z,@RumahParket,Menurut gue yg mengalami gangguan kejiwaan si tifa dan lu sendiri harun😂😂😂😂😂😂😂,0
2024-10-29T15:34:00Z,@ayurahayu157,Yg sakit jiwa sbner nya siapa sih.gibran prabowo santai aja.,0
2024-10-29T15:30:16Z,@muhidinpambudi7739,Ceramah lah tentang agama gak usah menggiring ke bencian,0
2024-10-29T15:30:15Z,@LukmanCudem,Aa geam ngapain ngurusin urusan kaya gitu.sama aja kiya&#39;i nguyrusin kebencian.mending berpolitik aja geam coba nyapres lakuy g.kalau ngaku kiya&#39;i berdakwalah yg bener.kiya&#39;i ngurusin kebencian,0
2024-10-29T15:26:16Z,@nlim7568,Bapak presiden prabowo<br>maaf pak ganti wapresnya jgn gibran apa jadinya negri ini di pimpin wapres yg tidak etis,0
2024-10-29T15:25:11Z,@AsepSujana-fx8cy,Tes urine langsung tapi cek baju dan kantong celananya jangan sampai ada sample  urine narkoba yg negatif di kantongnya dan maaf sebelumnya usahakan tim bang refly lihat si gibran itu benar benar buang air kecil maksud saya jangan ada aparat kepolisian di toilet 😂😂😂 itu baru benar,0
2024-10-29T15:25:04Z,@jalankulineran,"280jt rakyat Indonesia gak ada yg bisa memakjulkan fufufafa,, semuanya hanya wacana 😂",0
2024-10-29T15:23:12Z,@indonesiaraya-n6m,Sakit hati kalah debat pilpres😃,0
2024-10-29T15:22:28Z,@syaefulanwar679,Kasus fufufafa bila tidak ditindak mengancam moral bangsa,0
2024-10-29T15:22:09Z,@WiwitHeriwayati,YA ALLAH YA ROBB DEMI KETENTERAMAN NEGERI LENYAPKANLAH SECEPATNYA DARI MUKA BUMI INI PEMILIK AKUN &quot;FUFUFAFA&quot; AAMIIN,0
2024-10-29T15:22:05Z,@EmannuelSetyo,"Pada waktunya klo Tuhan sdh membuka borok jahat , pastiakan di tunjukan siapa itu bajingan fufufafa yg merusak ketengan negara.",0
2024-10-29T15:18:28Z,@Positifcreator123,Refly tunggu giliranmu,0
2024-10-29T15:18:09Z,@Sholihinhaidar,Kalo rakyat biasa yg punya akun pasti udah ketangkep tuh 😂😂,0
2024-10-29T15:17:54Z,@priyosupriyo6122,ngomong trs sampe mulut ndower,0
2024-10-29T15:16:48Z,@agusagus3021,Saya lebih mendukung pk kyai AA gym utk mnjdi wapres AMIIIINNNNN dripda pupu papa,0
2024-10-29T15:16:03Z,@Ariesta-lb2fy,"Wallohu a&#39;lamu...aku Yaqin ini akun fitnah,lempar batu sembunyi tangan,dan hanya bisa dilakukan oleh profesional yg sgt licik",0
2024-10-29T15:15:24Z,@agusagus3021,Pk kyai lg nasehatin yg punya akun pupu papa 😂😂😂😂😂😂😅😅😅😅😅,0
2024-10-29T15:14:32Z,@KampungTerakhir-t3v,Ganyang pupupapa..😂,0
2024-10-29T15:14:01Z,@millerabba6220,Bung Refly Harun...<br>maksud sy check di KPU,0
2024-10-29T15:13:03Z,@FimalMalfie,"Tom lembong ketangkep bang,",0
2024-10-29T15:12:55Z,@millerabba6220,Bung Redly Harun apakah sdh pernah mencoba check data Gibran  persyaratan ikut pilpres.,0
2024-10-29T15:10:31Z,@Juminto2024,Orang yg selalu membuat keruh negara itu di karungi aja pak prabowo.yg sakit jiwa itu ya rombonganmu .,0
2024-10-29T15:10:08Z,@bais3581,"Lebih tepat <b>DI PECAT n DI PROSES HUKUM!!</b><br>Ijazah palsu, wisuda palsu, penipu!!",0
2024-10-29T15:08:57Z,@KiandraJabar,Kejar donk lewat pencucian uang bkn hal gajel,0
2024-10-29T15:07:37Z,@SweatMarv,"Semoga lah, soalnya bagai air dan api",0
2024-10-29T15:07:25Z,@sukarnisekundus8895,"Eeeh, akunt Fufufafa miliknya Selamat, biar selamat kali...... 😂😂😂",0
2024-10-29T15:07:08Z,@SweatMarv,"Semoga lah, soalnya bagai air dan api",0
2024-10-29T15:06:49Z,@imingkaryachannel8799,KASIHAN KALIAN SEMUA😢,0
2024-10-29T15:05:56Z,@elabdulelimin5411,"kalau milik penguasa,,,emang ada yg bisa mengusiknya??",0
2024-10-29T15:04:46Z,@hery1251,Geli kita kalo lihat Fufufafa muncul di publik ...,0
2024-10-29T15:04:43Z,@marimun8241,Aagim ceramah atau kampanye politik,0
2024-10-29T15:04:34Z,@dinasti_politik.,"YANG BELA FUFUFAFA HAMPIR DIPASTIKAN SAKIT JIWA DAN MUNAFIK,...",0
2024-10-29T15:04:21Z,@multijaya4123,Fufufafa sakit jiwa,0
2024-10-29T15:03:42Z,@teguhwiyana1501,Prabowo??? Lemah dihadapan fufufafa dan jokowi...,0
2024-10-29T15:02:06Z,@hamdiahsaptiah9508,Ob ternyata cendl sakit hati ini,0
2024-10-29T15:02:02Z,@BozaSindo,<b>FUFUFAFA itu AKUN MILIK BANCI KALENG2</b>,0
2024-10-29T15:01:09Z,@indijatisukiadi8784,"Memang dilihat dari MATA nya sudah ada Gangguan KeJiwaan, itu Betul.",0
2024-10-29T15:00:23Z,@darwintarigan6666,Fufufafa gemeteran😮😅,0
2024-10-29T15:00:23Z,@cahbagus8142,Karma...jika dapatnya dg jalan gak benar...sebentar lagi jg hilang jabatannya,0
2024-10-29T14:58:49Z,@zuraidakasim4378,Pak rfh  kalau GIBran dia tidak Kan mau mundur jadi satu2 jalan harus Di mundur Kan Dan Di makzul Kan,0
2024-10-29T14:56:09Z,@manihardimanihardi2417,Coba kalau yang punya fufu fafa itu orang biasa pasti sudah di culik oleh aparat,0
2024-10-29T14:55:50Z,@raffaayyubbie4469,Akan selamat kah negeri kita ini kalaw para pemimpin nya selalu saja berbohong ...😆,0
2024-10-29T14:55:06Z,@AyongkarimAyong-r5k,Kenapa di masaalah kan akaun fufufafa<br>Apa maksut  nja<br>Siapa yang sebenar nja yang punja memang nja harus ngaku dan tunjuk kan sm profil nja sekalian dan agar jangan jadi buah mulut aja,0
2024-10-29T14:54:37Z,@budiyanto173,klo ngaji ngaji aja pk kyai gak usah ngajak ngajak jamaah buat dosa,0
2024-10-29T14:54:30Z,@ahamidyahya92,Pemiliknya monyet ustadz,0
2024-10-29T14:53:14Z,@pensshop,"Hahaha tyta trikyg di pake dulu untuk melengserkan gus dur skg kmbli muncul ,,,,<br>Mngkin di indonesia sdh saatnya di adakan wamil jd punya sifat nasionalisme tinggi orang yg ska nyinyir langsung kirim papua atau  palestina biar dia merenung tetang hidup damai,,<br>Saya p3nasaram itu yang ska pake topi sma kaca mata kira2 ounya nyali gak melawan para pemberontak bngsa ini di papua,,apa cma bisanya omon2 saja kek junjungannya 🤭🤣🤣🤣🤣",0
2024-10-29T14:53:11Z,@ahmadsarbini5565,Usut ke benarannya ijazah fufufufu agar masyakat tahu kebenaran nya ijazah anak &amp; bapak nya.,0
2024-10-29T14:50:02Z,@rajaratu6520,"Buktikan ref kalo lu bisa makzulkan gibran....🤣🤣, dulu demo2 mau makzulkan jokowi tp NOL BESAR😂😂😂",0
2024-10-29T14:49:32Z,@LoneWolf-rg9mo,"Gak mungkin mau mengakui apalagi mundur lah, biangnya saja gak punya malu dan dungu.",0
2024-10-29T14:48:55Z,@alaska_menoreh,"Bukan hanya JIWA yang sakit tapi organ tubuh dan otak kalian pada sakit,....Coba aja sampai dimana Nyali kalian bisa memakzulkan wapres terpilih, ditunggu beritanya jangan cuma OMON OMON...",0
2024-10-29T14:48:03Z,@wigand5964,"Sebenarnya Presiden Prabowo tahu soal skandal Samsul FUFUFAFA, beliau tahu ituu, tp saat ini msh ga enak sm raja jawa. Suatu saat pak Prabowo akan bertindak.",0
2024-10-29T14:46:57Z,@BurhanOppo-ek5xn,AG ustaz abal2,0
2024-10-29T14:46:20Z,@IDINSWADJAH,Mantap ustaz.Usut spy tuntas.Berani mengakui itu yg terbaik.krn Jujur tdk bohong😢,0
2024-10-29T14:45:39Z,@EndangHasanudin-fi1je,Malu punya wakil presiden fufafa  lebih baik mundur sj.,0
2024-10-29T14:44:58Z,@arum2135,Kalo fufufafa tdk di makzulkan pasti sgt membahayakan bangsa dan negara kusus utk yg menutupi fufufafa wajib hukumnya di penjarakan karena membantu kejahatan.,1
2024-10-29T14:44:26Z,@Hary2147,Mundurlan gibran bocah tengil idiot,0
2024-10-29T14:43:51Z,@Diadialova,goreng terosssssss..ga sadar udah gosong ga ada yg makan kecuali gerombolannya.<br>bikin sendiri heboh sendiri😂,0
2024-10-29T14:43:35Z,@Misti-v3p,"Kalau bukan akun miliknya pasti sudah melapo polisi dgn tuduhan Gitnah ,Minta di usut seterang terangnya",0
2024-10-29T14:43:17Z,@alijantan835,Hai pakar hukum nasihat Roy Suryo buat lapiran Polis hanya Makahmah yang ada kuasa keluarkan fakta 99.9 % yang buat fitnah seperti makan ibu  nya,0
2024-10-29T14:42:53Z,@AldoCelulr,Rakyat minta turunkan gibran .dan adili jokowi .rakyat sedang menangis,0
2024-10-29T14:41:56Z,@dimasrehan3733,"Ngomong opo,, tetap pak Gibrang,, ada yg iri ❤❤❤😂😂😂",0
2024-10-29T14:41:15Z,@HanaDari-e3c,Repot amat lu bang.. Wkwkwkw,0
2024-10-29T14:41:05Z,@ShofwanAbc,Fufufafs itu odgj,0
2024-10-29T14:40:58Z,@Cubungkuk123,Fufufafa penista islam juga,0
2024-10-29T14:40:54Z,@SudarsihDarsih-k7s,Kenapa baru sekarang ramai fufufafa ??? Padahal itu terjadi 2014 yg lalu ketika yg punya akun fufufafa menghina pak Prabowo dan keluarga juga menghina artis dan politikus kenapa tidak lngsung diproses hukum saat itu juga kenapa ??? Ada apa ini??? Tolong dijelaskan suhu,0
2024-10-29T14:40:48Z,@rudiharyono1561,Manusia yang bisa menghukum fufufafa itu adalah manusia setengah dewa 👍👍👍,0
2024-10-29T14:40:43Z,@sweetscrappythings8157,"Fufufafa mana ada adab, makanannya aja IBAB.",0
2024-10-29T14:40:09Z,@IbnuIzza,Gemborin jgn bosan supaya fufu fafa ga bisa tidur. Hidupnya sempit.,0
2024-10-29T14:39:35Z,@DuditEdysuyotoDuditEdiSuyot,Ngerti apa kau Gym  ? Kau sendiri siapa ?,0
2024-10-29T14:38:35Z,@alijantan835,Rafly Harun dan Dr Tifa sekamar pesti percahya. Kata Pingai saya bukan pakar hukum tahu lagi yang bangun tidor betul kata ust Allah tahu akan buka siapa yang buat fitnah akan di buka oleh Allah,0
2024-10-29T14:37:53Z,@AfRizal-yo3gx,"Mohon Bapak Presiden , perintahkan yang berwenang menyelesaikan masalah fufufafa",0
2024-10-29T14:37:36Z,@faizulanwar6898,Gibran MUNDUR,0
2024-10-29T14:36:50Z,@tinggalpribudi8409,KL orang jelata yg punya<br> pasti sekandal fufufafa pasti dah game....langsung ada proses.,0
2024-10-29T14:36:30Z,@ianyanuar3461,"Ngapain diributin ap manfaat nya yg heboh hanya kaum pembenci, biarlah semua akan berjalan sendiri siapa dalangnya. Rakyat Indonesia udah pinter tdk mau terprovokasi, biarpun kaum pembenci bernyanyi",0
2024-10-29T14:36:13Z,@farhanudin.5,"Kenapa para intelejen hacker, nggak ungkap bahkan kepolisian nggak gercep memangkap hal tersebut untuk di adili ?? TOLONG BACA INI PEMERINTAHAN BEBERKAN",0
2024-10-29T14:35:39Z,@bianbian4590,Sehat sehat selalu mas gibran gass terus wapres termuda penuh semangat energik josss.  biarkan saja kaum nyinyir makin mumet 😬,0
2024-10-29T14:35:14Z,@MasHuri-c8h,Ustat caro muka,0
2024-10-29T14:35:12Z,@asepmutakin1821,Orang yg senang dipimpin oleh orang bermasalah...sebenarnya orang itupun bermasalah.(kejiwaannya ),0
2024-10-29T14:34:38Z,@samsulbahri3252,modal bapaknya ingin dipakai lagi pencitraan selalu dikawal media dusta diumbar dimana mana itulah bapaknya apalagi anaknya lebih parah.!!😂😂😂😂,0
2024-10-29T14:34:34Z,@mapiputri432,Fufufafa bin Molyono  biang kerok negri ini. Mundurlsh serahkan ijazah palsu  Molyono biar semua selesai dgn baik.,0
2024-10-29T14:34:18Z,@wahyudinsukendar5408,FUFUFAFA SADIS OTAK CABUL,0
2024-10-29T14:33:19Z,@srinuryati3110,"Si pemilik secepatnya masukin kotak, ga pantes beredar, ga berkwalitas",0
2024-10-29T14:30:51Z,@adebadriah200,Komentar AA GYM 👍👍👍,0
2024-10-29T14:30:47Z,@Zae-kk3st,"Semoga terlaksana pemakzulan nya, aamiin.",0
2024-10-29T14:30:23Z,@jendralbintang3322,Diganti pa Gatot Nurmantyo boleh jg..mantab,0
2024-10-29T14:30:07Z,@edochan7739,"Para penjajah bangsa Indonesia yang memakai topeng pembela rakyat semakin gelisah dan teramat sangat gelisah sebab mereka merasa akan terpunahkan. Perpaduan Prabowo-Gibran merupakan perwujudan magnit pemersatu dari serpihan elemen positif kehidupan berbangsa dan bernegara di darat, laut, dan udara untuk menuju peradaban gemilang. Para begundal akan tersingkir dan terlupakan sebagai dampak seleksi alam. Oleh karenanya wahai para begundal, sebelum bumi menelan kalian, bersuaralah selantang bunyi kaleng dipukul.😂😂😂",0
2024-10-29T14:29:37Z,@carif8349,"Beneran gak nih ada pemakzulan si fufufafa sepertinya wacana doang<br>Kalau memang akhlak nya baik dan sopan  harusnya <br>si fufufafa ini mundur secara baik baik itu lebih terhormat,daripada lanjut dengan jalan yg salah dengan merubah UU harusnya dia merenung apa kesalahannya",0
2024-10-29T14:29:19Z,@darwisdarwis2035,Yg punya akun fufufafa sudah jelas tipe orang yg sangat penakut dan pengecut..,0
2024-10-29T14:28:20Z,@EntarTarwi-qv7yk,Bapak dan anak sebelas dua belas jago pembuat memalukan.,0
2024-10-29T14:27:57Z,@agussalimAngkotasan,Kepri hadir bg refly,0
2024-10-29T14:27:38Z,@AbiKuswanto,"Negara kisruh tidak spa,monggo, pssi gagal ke pildun radanya kiamat😊",0
2024-10-29T14:27:23Z,@WaMaintah,Mundur bikin nasi kuning,0
2024-10-29T14:26:52Z,@fawisnubudi1971,"isinya masih belum move on dari kekalahan pilpres kemaren, teriak2lah terus sampai mencret",0
2024-10-29T14:26:47Z,@Rbterassalon,Rafly Harun sakit jiwa <br>Semoga cepat sembuh ya<br>Obat nya jg telat di minum <br>Jg menjual nama Allah Rafly<br>Anda TDK LBH baik dr penjahat picisan😂 tu temen lo sdh di tankap.krn koroupsi bentar lg kayak nya elo deh,0
2024-10-29T14:26:41Z,@DreamSucces-b2w,"wajib turun,   pak prabowo harus meawaspadai kenakalan remaja mata ngantukan ini<br><br>tamutnya anda diapa apakan ,gipa aja anak nakal.itu akan naik<br><br>kita gmw dipimpin sma org ngantukan,  orientasi negatif dgn pwrempuan",0
2024-10-29T14:26:15Z,@nununugraha2905,Prabowo harus berani...titik.....!!! Kalau ga berani indonesia pasti hancur......,0
2024-10-29T14:26:08Z,@yayasadiraga3134,Org sampe kpn pun klu jdi pembenci ya selama y ya pembenci karna kebanyakan makan uang haram jdi hidup y penuh dgn kebencian sirik dan dengki,0
2024-10-29T14:25:36Z,@petrusperus1087,Dapat jatah tidak,0
2024-10-29T14:24:50Z,@AnisSolehah-wd4jt,Betol sekali,0
2024-10-29T14:24:19Z,@mulatpramudyo966,"Ini baru ustad,,, coba kalau di tanya kan ke Miftah,,, bisa. Jawab gaaa ya, miftah",0
2024-10-29T14:24:17Z,@DreamSucces-b2w,"pak 😊rabowo,  maaf bapak juga harus minta maaf, atas masa lalu , harus gentlemen,  akan lbh membangggakan<br><br>drpada beruaaha menutupi appaun masalalaunya<br><br>juga harus gentlemen dlu juga bapak zering mebgjina mencela<br><br>saya akan lbh hormat dengan anda<br><br>anda harus bis amembuktikan bahwa gmg a ya a ngomong b ya b<br><br>jika jatidiri berubah maka bernilah mebgakuo keaalahan fan minta maaf,  itu akan menjadi aeoramg pemimpin terhormat",0
2024-10-29T14:24:10Z,@EntarTarwi-qv7yk,"Hai Jokowi itu fufufafa  suruh ngindurkan diri rakyat sudah mengetahui bohongmu, bohong dan membual saja dosa tahu.",0
2024-10-29T14:22:55Z,@Misti-v3p,"Lalau memang bukan akun miliknya ,pasti sudah melapor dgn tuduhan Fitnah ,dan mengharuskan utk usut seterang terangnya",0
2024-10-29T14:22:37Z,@Hamidun-lx4gv,16% brisik silahkan cari negara lain anda tertolak hidup di NKRI,0
2024-10-29T14:22:27Z,@SastoNirmolo,PEMILIKNYA ORANG SAKIT JIWA.,0
2024-10-29T14:21:57Z,@Maun-w5r,Mundur KAU fufufufafafa,0
2024-10-29T14:20:54Z,@asinhasim239,"Heboh jongos2 riziq pki bersurban kerja x fitnah dan adu domba,",0
2024-10-29T14:20:32Z,@HamzahElfatih,Barisan sakit hati pd kumpul di sini semua 😂😂😂,0
2024-10-29T14:19:23Z,@antonifajarai4294,Bukankah yg berhak memgganti wakil presiden adalah si presidennya sendiri..? Atau ada cara lain??,0
2024-10-29T14:19:19Z,@Ardian-to8fs,"Fufufafa harus di ungkap,,,siapa yg memulai akun ini muncul,,,akun pribadi bisa se indonesia tahu,,,aa gim,,,se7 ,aku,,,",0
2024-10-29T14:18:54Z,@arikunarso7845,pak aagim semoga sadar,0
